0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
17.11750397284507,11.929059407792677,10.519278485074398,9.9678924040062,9.44099016528161,8.886221089055757,8.136676080978365,7.391360728072117,7.114492260831792,7.349406351151421,7.47088026498472,7.380114802471797,6.999658905541046,6.313687615928319,5.151539729891459,1.268024049377065,3.0664625413947704,6.425611846580578,10.479853627788176,11.97998078712131,10.215556768451833,6.538804205952419,4.159638577527323,4.49535992614767,7.881302319498747,12.475019136288905,15.092956871416249,13.365267327446022,8.81840400017343,4.36582798227596
67.9250574409022,28.501990507373847,18.60171051540871,15.777566074198827,14.556119266678085,13.720826258504113,13.31792938125241,13.158752904706228,13.428284894109154,14.060315134614964,15.826692922720774,23.734659968913373,77.17618222810066,0.0003302178289697721,1.9631145678290816,22.898213244285536,9.024976324626419,6.530089525285944,7.980917709729742,9.175184965243657,8.642382907759123,7.87159107039365,6.71025484413429,5.724925979721141,4.298961423576717,2.885684305528707,3.39567734782509,14.149997827423785,0.5827170992860627,0.0031786859712783088
21.987855122008437,13.751227538671454,11.684351490542612,11.126846872450328,10.717318678956525,10.457993429468877,10.082003561409737,9.967134750303162,10.598589540173094,11.440431660000542,11.403120181418641,10.891611286698657,10.686939613261341,12.831977829572919,0.07293822203630446,1.9107619398809297,3.13956975432812,5.436609517415497,8.658859958966785,10.14123169040337,9.78650338258106,7.496654235388482,6.7050765128323695,11.158148563488389,18.704571335500585,12.703346167298768,3.5732253819964805,0.5276875109818747,0.03176129808264767,5.157036551650974
67.18677378187894,29.137963307108375,19.136360892850316,15.940293588917205,14.531771691060888,13.64966842158733,13.13326795475035,12.826033814066108,12.729106960171132,12.821377071888548,13.242400368841496,14.181535579426347,18.81953334398704,48.76545085836474,0.01353947945788447,9.302341845839505,6.287403688230303,5.735728430913644,7.70147464427053,10.138311596890787,11.40156243178677,11.8931122258929,11.405583865336702,10.250922100854218,8.46383671784656,6.408513141318618,3.870105701558252,3.2522647557584947,6.479448479191756,3.991435339315042
32.10189910978408,18.393397837334803,16.816052386748545,14.137035578738564,12.336370119340456,11.645399802264338,11.382629067973074,11.205920893744803,11.059242223672253,10.911928522112964,10.764322762234753,10.623933261127977,10.562085411135662,10.618198438495419,21.135903144698393,2.1047525300399594,15.05058227241147,29.324509808748097,13.329660487413141,7.248850927651177,6.89491944082698,7.768529708754983,8.222114789781514,7.955519260122164,7.006940380705642,5.634464757591649,4.118750682895681,2.6762838795671637,1.1911194000392629,2.174347288749096
23.746725455497938,13.669742038730856,10.986563899093431,10.050834752666763,9.282388981387902,8.694570139688233,8.066421693847358,7.575108593586756,7.15361374698824,6.92976718538246,6.679643772889548,6.434869704587619,6.0301324952399185,5.49210463939767,4.579869351927814,3.890015206583859,5.033730979985781,7.491520993371294,10.68234806165249,11.276411382107014,10.273023823135276,8.056786080041938,6.430323819499667,5.540578487820681,5.551576386999189,5.678050801736278,5.776701548447824,5.418033143528991,4.816002412277791,3.934824849515612
14.7592110216134,8.885392550294576,8.099057914692592,8.018688983674535,8.053583347058053,8.145429094347818,8.287019152383719,8.611900172719167,8.921861862107543,8.816302120890711,8.190504735049311,7.512910019699632,6.8029609012479355,6.092602712684906,4.898240224153678,0.07484036528843076,0.1444416397021697,0.38817498576787474,0.9176090955814349,1.8704269267085856,3.4887377490374956,6.539973206426235,13.475669473190143,23.702294036090414,25.013675219778342,15.496207536673298,8.414861901477291,4.807240548366709,2.9000971153625166,1.5224179426893987
6.326210576353041,6.695533962166037,7.783122352655216,8.773669064527722,9.467463635925778,9.589705457047481,8.905715960214492,8.112261183804828,7.936725951406608,8.023397161902762,7.897700574697588,7.6176157745611,7.080472555863656,6.326808355742894,5.103673970851666,0.007789981965233011,0.08885731949925435,0.7872894021722974,4.4293420611334,13.649129389042754,19.120945307002806,11.803892486805571,6.205871674507851,6.08267436954708,7.991966885938203,8.798060978718862,7.881867930767618,5.56507487982618,3.231138216319951,1.5005968416486644
71.12314582830597,17.489490453144096,11.464364334910965,10.109617387434724,9.278435851269503,8.681210171930909,8.222673873231315,7.846452865786239,7.531662658565656,7.240703774150441,6.9459578901966115,6.60124086027483,6.165480986334381,5.561016192452899,4.636643354105918,25.107382208585094,4.319225968731266,4.022331624849078,6.068688915456668,7.108202952750501,7.4285720756378275,7.341704489082952,7.071019673635713,6.783017126898675,6.469226226115358,6.08360053942038,5.536380468428822,4.817479553739087,3.957273873185798,3.071684557618258
37.435291435645915,18.128452025103865,13.516361553364426,12.312049603422587,12.194237822660417,12.223989182211264,11.560441454888135,10.532177218495326,9.876370326831898,9.279330475087402,8.84256910367651,8.093071793273294,7.532249031224136,6.362197778685594,5.518905014438429,2.4602575591389075,2.245082630085041,3.0916220425337384,6.835021615638463,17.056225012260008,28.646787943288214,21.312145264566457,10.148832706861622,5.868794188363295,3.802119919920937,2.5738464464813324,1.4449336140572564,0.8258376709356301,0.35988657440174837,0.1823509631515878
